Top 30 Words,30 Least Common
"[('one', 282268), ('would', 256969), ('upon', 216898), ('may', 189260), ('great', 168971), ('time', 163671), ('said', 162091), ('could', 155515), ('shall', 151084), ('mr', 151070), ('man', 150194), ('every', 143589), ('much', 136521), ('must', 130924), ('made', 128616), ('us', 127409), ('first', 120466), ('sir', 117716), ('yet', 117635), ('well', 117573), ('good', 116627), ('little', 112628), ('two', 112080), ('never', 111357), ('see', 110684), ('like', 109370), ('many', 105803), ('without', 104491), ('though', 102819), ('make', 102385)]","[('shortbread', 1), ('thatli', 1), ('christmasim', 1), ('tnirty', 1), ('seply', 1), ('exclaimedits', 1), ('greatjump', 1), ('badlydrained', 1), ('puzzledness', 1), ('biblelearned', 1), ('thrillwhich', 1), ('linees', 1), ('littlehams', 1), ('abovegodmothers', 1), ('eightpennyworth', 1), ('timebesides', 1), ('shellmost', 1), ('pigstyedoor', 1), ('drivingwhip', 1), ('andmanys', 1), ('daysmy', 1), ('squeakleather', 1), ('oldfastioned', 1), ('beigen', 1), ('lassen', 1), ('baüme', 1), ('catchcontradictions', 1), ('dayhe', 1), ('owas', 1), ('hourwas', 1)]"
